stable_id	display_label
ENST00000233072	NM_001875.4
ENST00000399603	NM_001167623.1
ENST00000399634	NM_001167625.1
ENST00000393233	NM_001270440.1
ENST00000428135	NM_015132.4
ENST00000425202	NM_001195076.1
ENST00000399617	NM_001167624.1
ENST00000312511	NM_002761.2
ENST00000341181	NM_001040183.1
ENST00000341181	NM_001040181.1
ENST00000341181	NM_001040199.1
ENST00000540664	NM_001170765.1
ENST00000540664	NM_001170766.1
ENST00000338891	NM_024581.4
ENST00000451903	NM_001122634.2
ENST00000394180	NM_019895.2
ENST00000392769	NM_145036.3
ENST00000231009	NM_002104.2
ENST00000366534	NM_001130957.1
ENST00000352896	NM_001100411.1
ENST00000366533	NM_173807.4
ENST00000306928	NM_012344.3
ENST00000360535	NM_015526.2
ENST00000368475	NM_001288576.1
ENST00000298283	NM_080746.2
ENST00000320990	NM_005853.5
ENST00000320990	NM_001252197.1
ENST00000593074	NM_001199570.1
ENST00000274306	NM_006144.3
ENST00000342427	NM_032819.3
ENST00000343435	NM_001134486.2
ENST00000343435	NM_052942.3
ENST00000376865	NM_001011717.1
ENST00000366531	NM_001242340.1
ENST00000511081	NM_001040200.1
ENST00000497876	NM_001282935.1
ENST00000165524	NM_015893.1
ENST00000375200	NM_001282933.1
ENST00000290552	NM_024335.2
ENST00000454853	NM_001256704.1
ENST00000454853	NM_002042.4
ENST00000369451	NM_001267582.1
ENST00000302550	NM_016076.3
ENST00000264254	NM_024065.4
ENST00000368426	NM_001256455.1
ENST00000435811	NM_001256703.1
ENST00000427191	NM_006264.2
ENST00000295743	NM_005442.3
ENST00000295743	NM_001278182.1
ENST00000316707	NM_080684.2
ENST00000537516	NM_001278183.1
ENST00000230568	NM_004271.3
ENST00000417934	NM_001252406.2
ENST00000319074	NM_017924.3
ENST00000437922	NM_001040182.1
ENST00000370456	NM_198460.2
ENST00000436978	NM_080685.2
ENST00000436978	NM_080683.2
ENST00000411948	NM_198076.4
ENST00000506618	NM_175886.2
ENST00000393306	NM_182981.2
ENST00000311955	NM_139166.4
ENST00000399232	NM_001113498.2
ENST00000264601	NM_022449.3
ENST00000360383	NM_001078645.1
ENST00000360383	NM_003903.3
ENST00000418370	NM_053032.2
ENST00000578202	NM_053031.2
ENST00000541951	NM_001267806.1
ENST00000426342	NM_182830.4
ENST00000257100	NM_001281988.1
ENST00000283254	NM_001081676.1
ENST00000283254	NM_006922.3
ENST00000293441	NM_016148.2
ENST00000310118	NM_002808.4
ENST00000346322	NM_053026.3
ENST00000330947	NM_001134476.1
ENST00000215376	NM_152769.2
ENST00000360482	NM_144569.4
ENST00000439853	NM_015350.2
ENST00000310571	NM_025155.2
ENST00000305202	NM_019065.2
ENST00000396098	NM_001261429.1
ENST00000490531	NM_001146334.1
ENST00000360093	NM_001081677.1
ENST00000533231	NM_001281987.1
ENST00000296733	NM_001170402.1
ENST00000296733	NM_152623.2
ENST00000439383	NM_001278709.1
ENST00000439383	NM_001278708.1
ENST00000375299	NM_023011.3
ENST00000536003	NM_001267804.1
ENST00000536003	NM_001267803.1
ENST00000536003	NM_001267805.1
ENST00000351487	NM_080687.2
ENST00000360304	NM_053025.3
ENST00000370454	NM_032270.4
ENST00000322374	NM_001145734.2
ENST00000359169	NM_053027.3
ENST00000359169	NM_053028.3
ENST00000215375	NM_001687.4
ENST00000292894	NM_152658.2
ENST00000306151	NM_001040105.1
ENST00000395633	NM_001001975.1
ENST00000256720	NM_145693.2
ENST00000358077	NM_001288731.1
ENST00000472284	NM_001288729.1
ENST00000472284	NM_001288730.1
ENST00000321407	NM_024523.5
ENST00000361283	NM_032436.2
ENST00000361283	NM_001164145.1
ENST00000361283	NM_001164144.1
ENST00000517746	NM_001199859.1
ENST00000517746	NM_001146.3
ENST00000286067	NM_015652.2
ENST00000408954	NM_004938.2
ENST00000449576	NM_001261428.1
ENST00000328965	NM_178507.2
ENST00000425416	NM_001261427.1
ENST00000335681	NM_002518.3
ENST00000299709	NM_001080442.1
ENST00000377443	NM_001215.3
ENST00000553525	NM_001204424.1
ENST00000377436	NM_001270500.1
ENST00000497571	NM_001300.5
ENST00000497571	NM_001160124.1
ENST00000377442	NM_001270501.1
ENST00000337338	NM_001134479.1
ENST00000553530	NM_004296.5
ENST00000553530	NM_001204422.1
ENST00000553530	NM_001204421.1
ENST00000553530	NM_001204418.1
ENST00000553530	NM_001204417.1
ENST00000553530	NM_001204420.1
ENST00000551577	NM_001286211.1
ENST00000560366	NM_001831.3
ENST00000556437	NM_001204416.1
ENST00000394593	NM_018103.4
ENST00000266534	NM_032256.1
ENST00000542957	NM_001160125.1
ENST00000394947	NM_001145358.1
ENST00000219070	NM_004530.4
ENST00000395930	NM_031898.2
ENST00000400906	NM_207420.2
ENST00000360439	NM_001145357.1
ENST00000536799	NM_001286212.1
ENST00000399810	NM_001089584.2
ENST00000394949	NM_015477.2
ENST00000437642	NM_001127891.1
ENST00000370634	NM_016267.3
ENST00000571688	NM_001136472.1
ENST00000413364	NM_001136473.1
ENST00000339430	NM_004862.3
ENST00000278360	NM_015430.2
ENST00000308482	NM_001137550.1
ENST00000412272	NM_001278185.1
ENST00000402788	NM_001204423.1
ENST00000444376	NM_004501.3
ENST00000444376	NM_031844.2
ENST00000378880	NM_001001991.1
ENST00000343854	NM_001204419.1
ENST00000395198	NM_022079.2
ENST00000260264	NM_001244682.1
ENST00000591776	NM_005801.3
ENST00000543440	NM_014352.3
ENST00000361478	NM_145119.3
ENST00000361478	NM_001032396.2
ENST00000361478	NM_022368.4
ENST00000532848	NM_001282675.1
ENST00000411092	NR_046929.1
ENST00000354546	NM_001155.4
ENST00000384060	NR_046943.1
ENST00000289175	NM_001137553.1
ENST00000523714	NM_001193544.1
ENST00000244815	NM_004735.3
ENST00000258770	NM_004749.3
ENST00000539261	NM_000900.3
ENST00000378878	NM_001282676.1
ENST00000361278	NM_030900.3
ENST00000361278	NM_199122.2
ENST00000392000	NM_001137552.1
ENST00000217402	NM_176812.4
ENST00000228938	NM_001190839.1
ENST00000252338	NM_015686.2
ENST00000494076	NM_001261834.1
ENST00000330722	NM_005554.3
ENST00000250340	NM_002975.2
ENST00000368424	NM_144622.2
ENST00000517781	NM_001282863.1
ENST00000375095	NM_001198673.1
ENST00000375095	NM_001198671.1
ENST00000375095	NM_001198672.1
ENST00000375095	NM_001198674.1
ENST00000375095	NM_001198675.1
ENST00000266397	NM_152321.2
ENST00000270590	NM_001506.2
ENST00000276659	NM_178565.4
ENST00000314475	NM_001198670.1
ENST00000373700	NM_015601.3
ENST00000373700	NM_001278186.1
ENST00000529187	NM_174926.2
ENST00000300952	NM_177401.4
ENST00000340281	NM_182976.2
ENST00000270593	NM_033068.2
ENST00000492996	NM_001278187.1
ENST00000516866	NR_046927.1
ENST00000361911	NM_182975.2
ENST00000396020	NM_001030001.2
ENST00000525810	NM_001005610.2
ENST00000527388	NM_001005613.2
ENST00000245458	NM_001032.4
ENST00000317811	NM_014344.3
ENST00000370629	NM_000074.2
ENST00000261991	NM_004755.2
ENST00000360162	NM_019903.3
ENST00000228945	NM_001175.4
ENST00000370445	NM_020063.1
ENST00000299413	NM_017583.4
ENST00000374553	NM_001005609.1
ENST00000374553	NM_001005612.2
ENST00000374552	NM_001399.4
ENST00000356080	NM_016824.3
ENST00000418736	NM_182398.1
ENST00000377424	NM_003039.2
ENST00000401500	NM_001083961.1
ENST00000401500	NM_173636.4
ENST00000277900	NM_001121.2
ENST00000377414	NM_001135585.1
ENST00000457805	NM_001195101.1
ENST00000366523	NM_032328.3
ENST00000602683	NM_001195100.1
ENST00000306085	NM_030961.1
ENST00000447569	NM_001143943.1
ENST00000343572	NM_003585.4
ENST00000251472	NM_014975.2
ENST00000000233	NM_001662.3
ENST00000264668	NM_024010.2
ENST00000264668	NM_002454.2
ENST00000331327	NM_005859.4
ENST00000345523	NM_199250.1
ENST00000281871	NM_025029.3
ENST00000333305	NM_001007189.1
ENST00000379454	NM_004318.3
ENST00000287934	NM_003505.1
ENST00000344035	NM_080391.3
ENST00000375114	NM_007367.3
ENST00000261811	NM_032412.3
ENST00000391812	NM_199249.1
ENST00000226760	NM_001145853.1
ENST00000226760	NM_006005.3
ENST00000339764	NM_153614.2
ENST00000246194	NM_016732.2
ENST00000503787	NM_001008397.2
ENST00000340342	NM_001257971.1
ENST00000340342	NM_001257972.1
ENST00000340342	NM_145918.2
ENST00000340342	NM_001912.4
ENST00000312648	NM_006137.6
ENST00000356457	NM_032466.3
ENST00000356457	NM_001164754.1
ENST00000222219	NM_001375.2
ENST00000252242	NM_000424.3
ENST00000315571	NM_174902.2
ENST00000389413	NM_130843.2
ENST00000518068	NM_001164755.1
ENST00000517903	NM_001164751.1
ENST00000517903	NM_001164752.1
ENST00000517903	NM_032468.4
ENST00000348657	NM_178136.2
ENST00000443572	NM_001272042.1
ENST00000312988	NM_207312.2
ENST00000389416	NM_130842.2
ENST00000252115	NM_001278657.1
ENST00000252115	NM_032311.4
ENST00000337221	NM_182826.1
ENST00000389418	NM_002847.3
ENST00000261813	NM_002622.4
ENST00000522835	NM_001164753.1
ENST00000301904	NM_016240.2
ENST00000343411	NM_003791.2
ENST00000225577	NM_001272044.1
ENST00000225577	NM_003161.3
ENST00000225577	NM_001272060.1
ENST00000225577	NM_001272043.1
ENST00000407071	NM_018012.3
ENST00000312177	NM_001204477.1
ENST00000347275	NM_016620.3
ENST00000361321	NM_032186.4
ENST00000374980	NM_003908.3
ENST00000250617	NM_004840.2
ENST00000263401	NM_014186.3
ENST00000513312	NM_001190787.1
ENST00000452374	NM_001101653.1
ENST00000389204	NM_020164.4
ENST00000276101	NM_001002254.1
ENST00000522603	NM_032467.3
ENST00000370474	NM_145267.2
ENST00000522212	NM_001204478.1
ENST00000337393	NM_201269.2
ENST00000379449	NM_001164756.1
ENST00000417496	NM_001204144.1
ENST00000439151	NM_022455.4
ENST00000325643	NM_178828.4
ENST00000310473	NM_003355.2
ENST00000541428	NM_001164750.1
ENST00000262134	NM_017839.4
ENST00000269389	NM_003004.2
ENST00000402219	NM_005633.3
ENST00000354179	NM_172349.2
ENST00000301420	NM_002257.3
ENST00000306726	NM_002833.2
ENST00000259229	NM_032357.2
ENST00000263856	NM_001193517.1
ENST00000263856	NM_016079.3
ENST00000230990	NM_001945.2
ENST00000264834	NM_006563.3
ENST00000331302	NM_006987.3
ENST00000331302	NM_001190411.1
ENST00000409225	NM_001005753.2
ENST00000323434	NM_001190412.1
ENST00000372617	NM_001024452.2
ENST00000377411	NM_024980.4
ENST00000219439	NM_001146051.1
ENST00000219439	NM_031463.4
ENST00000374954	NM_001672.2
ENST00000536489	NM_001190413.1
ENST00000319332	NM_018192.3
ENST00000409792	NM_014159.6
ENST00000439940	NM_001198954.1
ENST00000282572	NM_021147.3
ENST00000405010	NM_014707.1
ENST00000552432	NM_001270623.1
ENST00000552432	NM_001270622.1
ENST00000319560	NM_182541.2
ENST00000220849	NM_001568.2
ENST00000427335	NM_001134418.1
ENST00000586670	NM_001270948.1
ENST00000313597	NM_013335.3
ENST00000377403	NM_004285.3
ENST00000377403	NM_001282587.1
ENST00000225576	NM_145301.2
ENST00000379933	NM_001168344.1
ENST00000261187	NM_004731.4
ENST00000384787	NR_046933.1
ENST00000295542	NM_152494.3
ENST00000335585	NM_181876.2
ENST00000423025	NM_001143687.2
ENST00000358215	NM_205847.2
ENST00000379938	NM_001003700.1
ENST00000379938	NM_001003699.3
ENST00000428082	NM_001135036.1
ENST00000506140	NM_001206994.1
ENST00000515571	NM_001206996.1
ENST00000490107	NM_001167740.1
ENST00000217426	NM_000687.2
ENST00000328089	NM_025106.3
ENST00000507294	NM_001206995.1
ENST00000349384	NM_001003698.3
ENST00000221859	NM_006233.4
ENST00000530639	NM_001160167.1
ENST00000368468	NM_005907.3
ENST00000538132	NM_001161766.1
ENST00000351870	NM_006980.3
ENST00000298288	NM_152329.3
ENST00000378867	NM_024841.4
ENST00000302692	NM_032315.2
ENST00000375883	NM_012119.4
ENST00000375883	NM_178432.3
ENST00000375883	NM_001170639.1
ENST00000406451	NM_178423.1
ENST00000428307	NM_001204145.1
ENST00000428307	NM_001204146.1
ENST00000318317	NM_203467.1
ENST00000397843	NM_015313.2
ENST00000541742	NM_022743.2
ENST00000266395	NM_006205.2
ENST00000375871	NM_001170640.1
ENST00000429094	NM_001145108.1
ENST00000402938	NM_002043.3
ENST00000267119	NM_033448.2
ENST00000432645	NM_058176.2
ENST00000370452	NM_001281439.1
ENST00000325303	NM_001039803.2
ENST00000441542	NM_178425.2
ENST00000452445	NM_006159.2
ENST00000316999	NM_021940.4
ENST00000527487	NM_001160169.1
ENST00000298289	NM_001001.4
ENST00000222214	NM_000159.3
ENST00000333837	NM_001145110.1
ENST00000298375	NM_001040177.2
ENST00000305386	NM_002408.3
ENST00000370455	NM_001281440.1
ENST00000370455	NM_001044305.2
ENST00000456174	NM_001204148.1
ENST00000311599	NM_001160168.1
ENST00000524023	NM_001204147.1
ENST00000437801	NM_001145107.1
ENST00000305620	NM_175053.3
ENST00000220853	NM_014673.3
ENST00000366514	NM_022366.2
ENST00000303372	NM_024809.4
ENST00000303372	NM_001143850.2
ENST00000256953	NM_032918.2
ENST00000345253	NM_001271025.1
ENST00000334019	NM_001271021.1
ENST00000206513	NM_001805.3
ENST00000322652	NM_015355.2
ENST00000546331	NM_001190726.1
ENST00000314032	NM_003356.3
ENST00000303958	NM_000533.3
ENST00000435041	NM_016021.2
ENST00000298292	NM_018139.2
ENST00000361621	NM_199478.1
ENST00000426995	NM_022803.2
ENST00000406043	NM_001083908.1
ENST00000395487	NM_001145109.1
ENST00000378553	NM_178452.4
ENST00000375859	NM_006717.2
ENST00000237455	NM_005667.3
ENST00000237455	NM_001198951.1
ENST00000242249	NM_005856.2
ENST00000567134	NM_001042588.1
ENST00000265825	NM_020369.2
ENST00000457854	NM_013976.3
ENST00000308588	NM_001042581.1
ENST00000308588	NM_005701.3
ENST00000457326	NM_032330.1
ENST00000356641	NM_001198665.1
ENST00000598239	NM_001277081.1
ENST00000598239	NM_017509.3
ENST00000418604	NM_001128834.1
ENST00000369415	NM_021244.4
ENST00000375855	NM_145283.2
ENST00000301421	NM_001277082.1
ENST00000366513	NM_152609.2
ENST00000375854	NM_001161625.1
ENST00000299641	NM_003635.3
ENST00000366512	NM_001139459.1
ENST00000223095	NM_000602.4
ENST00000352397	NM_000398.6
ENST00000375851	NM_001001938.3
ENST00000375851	NM_001142413.1
ENST00000340305	NM_001010866.3
ENST00000407623	NM_001129819.2
ENST00000356537	NM_018246.2
ENST00000431446	NM_001164803.1
ENST00000283632	NM_022780.3
ENST00000340381	NM_001130924.2
ENST00000358157	NM_005226.3
ENST00000537672	NM_001146225.1
ENST00000337619	NM_001283.3
ENST00000221855	NM_001281.2
ENST00000354310	NM_001146226.1
ENST00000293745	NM_080747.2
ENST00000398212	NM_152730.4
ENST00000327300	NM_006559.2
ENST00000327300	NM_001271878.1
ENST00000320676	NM_002139.3
ENST00000392872	NM_003211.4
ENST00000366510	NM_016002.2
ENST00000556029	NM_001032283.2
ENST00000250101	NM_032731.3
ENST00000361740	NM_001171660.1
ENST00000506757	NM_031467.2
ENST00000506757	NM_001258426.1
ENST00000396303	NM_007326.4
ENST00000396303	NM_001171661.1
ENST00000316902	NM_012244.3
ENST00000506545	NM_001258427.1
ENST00000326003	NM_001030047.1
ENST00000326003	NM_001648.2
ENST00000326003	NM_001030048.1
ENST00000266732	NM_003276.2
ENST00000297459	NM_153015.1
ENST00000338352	NM_207320.1
ENST00000453702	NM_182728.2
ENST00000393053	NM_001032284.2
ENST00000230993	NM_001258428.1
ENST00000529705	NM_001267036.1
ENST00000205948	NM_000042.2
ENST00000305783	NM_016125.3
ENST00000311762	NM_003301.5
ENST00000266058	NM_003061.2
ENST00000395906	NM_006382.3
ENST00000375835	NM_016848.5
ENST00000230053	NM_080742.2
ENST00000356413	NM_001551.2
ENST00000422941	NM_001267037.1
ENST00000329402	NM_000805.4
ENST00000216367	NM_002692.3
ENST00000314355	NM_001827.1
ENST00000333026	NM_198512.1
ENST00000539565	NM_001197330.1
ENST00000370425	NM_001017975.3
ENST00000393611	NM_130781.2
ENST00000374864	NM_001257137.1
ENST00000374864	NM_031483.5
ENST00000374864	NM_001257138.1
ENST00000370435	NM_024576.3
ENST00000568943	NM_001172501.1
ENST00000320936	NM_001280.2
ENST00000526995	NM_004620.3
ENST00000554396	NM_001197331.1
ENST00000303251	NM_001031677.2
ENST00000341671	NM_052888.2
ENST00000348124	NM_145803.2
ENST00000374521	NM_001013579.2
ENST00000379906	NM_001043.3
ENST00000466830	NM_182523.1
ENST00000567238	NM_001172502.1
ENST00000341640	NM_006193.2
ENST00000241436	NM_016218.2
ENST00000219833	NM_001172504.1
ENST00000239690	NM_032869.3
ENST00000427660	NM_001128211.1
ENST00000403490	NM_018285.3
ENST00000251636	NM_019030.2
ENST00000299440	NM_000448.2
ENST00000329565	NM_003498.5
ENST00000369408	NM_001242813.1
ENST00000432715	NM_001281768.1
ENST00000308527	NM_153271.1
ENST00000330342	NM_012463.3
ENST00000273905	NM_197965.2
ENST00000311485	NM_000536.3
ENST00000311485	NM_001243786.1
ENST00000311485	NM_001243785.1
ENST00000339746	NM_001242809.1
ENST00000447838	NM_014942.4
ENST00000264258	NM_000993.4
ENST00000416284	NM_178539.4
ENST00000297323	NM_021116.2
ENST00000336294	NM_018056.2
ENST00000409028	NM_001098577.2
ENST00000348956	NM_001823.4
ENST00000522441	NM_001242811.1
ENST00000409320	NM_001099693.1
ENST00000316997	NM_001080504.2
ENST00000520793	NM_001242814.1
ENST00000308508	NM_001897.4
ENST00000295898	NM_144645.3
ENST00000347901	NM_177977.2
ENST00000341193	NM_001079870.1
ENST00000341193	NM_001079871.1
ENST00000285599	NM_015274.1
ENST00000332145	NM_175881.3
ENST00000254661	NM_005855.2
ENST00000374519	NM_002565.3
ENST00000283033	NM_015914.5
ENST00000313663	NM_015531.4
ENST00000305748	NM_175068.2
ENST00000409446	NM_001142654.1
ENST00000360526	NM_001266.4
ENST00000360526	NM_001025195.1
ENST00000360526	NM_001025194.1
ENST00000333845	NM_030652.3
ENST00000352580	NM_171827.3
ENST00000355417	NM_015621.2
ENST00000479665	NM_022461.4
ENST00000479665	NM_001271650.1
ENST00000259239	NM_033416.1
ENST00000283635	NM_001768.6
ENST00000409511	NM_001145873.1
ENST00000521688	NM_020189.5
ENST00000521688	NM_001193557.1
ENST00000234626	NM_001134419.1
ENST00000234626	NM_003503.3
ENST00000333437	NM_207459.3
ENST00000334126	NM_001286577.1
ENST00000471696	NM_016275.3
ENST00000358049	NM_001002231.2
ENST00000358049	NM_005551.4
ENST00000375807	NM_024077.3
ENST00000375807	NM_001282688.1
ENST00000420543	NM_001134432.1
ENST00000420543	NM_001134433.1
ENST00000339901	NM_001282689.1
ENST00000313135	NM_018949.1
ENST00000428239	NM_001134420.1
ENST00000307959	NM_004312.2
ENST00000393928	NM_006455.2
ENST00000453594	NM_001261430.1
ENST00000453594	NM_001142653.1
ENST00000427908	NM_001142935.1
ENST00000293695	NM_001105578.1
ENST00000391810	NM_001256080.1
ENST00000527524	NM_001282470.1
ENST00000567759	NM_005679.3
ENST00000534113	NM_001282690.1
ENST00000326225	NM_015446.4
ENST00000438375	NM_014619.2
ENST00000155926	NM_021643.3
ENST00000439742	NM_031300.3
ENST00000566732	NM_001243156.1
ENST00000347842	NM_182847.2
ENST00000570117	NM_001243158.1
ENST00000570117	NM_001243157.1
ENST00000356239	NM_147185.2
ENST00000356239	NM_005751.4
ENST00000267938	NM_173469.2
ENST00000295522	NM_021101.4
ENST00000569423	NM_001284382.1
ENST00000378803	NM_001009565.1
ENST00000244763	NM_003144.3
ENST00000561851	NM_001145335.1
ENST00000366503	NM_001204220.1
ENST00000366503	NM_033213.4
ENST00000357164	NM_000405.4
ENST00000357164	NM_001167607.1
ENST00000334307	NM_001276722.1
ENST00000334307	NM_138787.3
ENST00000334307	NM_001276723.1
ENST00000347206	NM_001276727.1
ENST00000347206	NM_001276726.1
ENST00000541676	NM_139353.2
ENST00000541676	NM_001243159.1
ENST00000534635	NM_001276725.1
ENST00000305188	NM_001017420.2
ENST00000354725	NM_014390.2
ENST00000357156	NM_014183.2
ENST00000357156	NM_001281728.1
ENST00000357156	NM_001281727.1
ENST00000357156	NM_177953.2
ENST00000243776	NM_024536.5
ENST00000487338	NM_001204221.1
ENST00000320912	NM_001272053.1
ENST00000320912	NM_033296.2
ENST00000320912	NM_001272054.1
ENST00000264312	NM_017830.3
ENST00000535926	NM_001195731.1
ENST00000339986	NM_020394.4
ENST00000376473	NM_001109938.2
ENST00000376471	NM_145029.3
ENST00000307808	NM_005935.2
ENST00000296370	NM_005980.2
ENST00000381473	NM_001079839.2
ENST00000528697	NM_001258419.1
ENST00000530763	NM_020929.2
ENST00000374837	NM_181509.2
ENST00000444354	NM_001079840.2
ENST00000444354	NM_001079841.2
ENST00000395146	NM_001166693.1
ENST00000320848	NM_203462.2
ENST00000309680	NM_000423.2
ENST00000397709	NM_032514.3
ENST00000355758	NM_014153.3
ENST00000444589	NM_022342.4
ENST00000320776	NM_018366.2
ENST00000448299	NM_001142572.1
ENST00000298110	NM_054021.1
ENST00000293604	NM_001161376.1
ENST00000184956	NM_022070.4
ENST00000343381	NM_024804.2
ENST00000421010	NM_001040432.1
ENST00000508293	NM_001168254.1
ENST00000314606	NM_004461.2
ENST00000425583	NM_001079842.2
ENST00000335230	NM_181774.3
ENST00000408893	NM_207401.1
ENST00000360814	NM_031302.3
ENST00000243298	NM_016370.2
ENST00000287538	NM_003413.3
ENST00000370399	NM_001195684.1
ENST00000377713	NM_001145017.1
ENST00000283256	NM_021007.2
ENST00000373625	NM_012316.4
ENST00000375427	NM_001040143.1
ENST00000357460	NM_020834.2
ENST00000335044	NM_001134878.1
ENST00000335044	NM_182902.3
ENST00000246533	NM_001749.2
ENST00000246533	NM_001003962.1
ENST00000375437	NM_001040142.1
ENST00000505920	NM_001165877.1
ENST00000472531	NM_001243740.1
ENST00000307659	NM_014743.2
ENST00000419165	NM_194324.2
ENST00000212355	NM_001195683.1
ENST00000212355	NM_003243.4
ENST00000425103	NM_001100590.1
ENST00000340684	NM_003431.2
ENST00000380872	NM_001353.5
ENST00000249005	NM_017436.4
ENST00000276066	NM_001032726.2
ENST00000523211	NM_173688.2
ENST00000377346	NM_005026.3
ENST00000292907	NM_001864.2
ENST00000308275	NM_147188.2
ENST00000449956	NM_002217.3
ENST00000217926	NM_001002916.4
ENST00000316448	NM_004343.3
ENST00000453211	NM_012170.3
ENST00000230640	NM_015360.4
ENST00000294753	NM_032752.1
ENST00000355016	NM_001164416.1
ENST00000373883	NM_001005209.1
ENST00000392173	NM_001042474.1
ENST00000529397	NM_001130047.1
ENST00000438547	NM_006378.3
ENST00000304116	NM_152477.3
ENST00000313056	NM_024648.2
ENST00000313056	NM_175902.4
ENST00000422003	NM_152715.3
ENST00000264734	NM_006580.3
ENST00000443387	NM_007145.2
ENST00000420987	NM_001142287.1
ENST00000456324	NM_001099638.1
ENST00000456324	NM_001099639.1
ENST00000260118	NM_003878.2
ENST00000571133	NM_015659.2
ENST00000301905	NM_001278945.1
ENST00000301905	NM_018492.3
ENST00000270001	NM_020917.2
ENST00000336708	NM_006470.3
ENST00000335244	NM_181776.2
ENST00000357421	NM_001012755.3
ENST00000420461	NM_001142931.1
ENST00000328257	NM_016147.2
ENST00000328257	NM_001271593.1
ENST00000272930	NM_001278308.1
ENST00000272930	NM_001278306.1
ENST00000272930	NM_080678.2
ENST00000378852	NM_006595.3
ENST00000378852	NM_001142930.1
ENST00000252506	NM_006705.3
ENST00000537356	NM_001143978.2
ENST00000378402	NM_177531.4
ENST00000252244	NM_006121.3
ENST00000520328	NM_001102369.1
ENST00000361677	NM_173079.2
ENST00000217446	NM_080476.4
ENST00000373610	NM_175852.3
ENST00000375765	NM_017594.3
ENST00000392161	NM_133466.2
ENST00000434655	NM_001278305.1
ENST00000389749	NM_152307.2
ENST00000256324	NM_001102368.1
ENST00000414443	NM_001278307.1
ENST00000409293	NM_017914.3
ENST00000409039	NM_207437.3
ENST00000275525	NM_000596.2
ENST00000493442	NM_207318.3
ENST00000521077	NM_001286472.1
ENST00000518665	NM_001286473.1
ENST00000354905	NM_207316.1
ENST00000263245	NM_014570.4
ENST00000263245	NM_001142293.1
ENST00000521992	NM_001190158.1
ENST00000360839	NM_017747.2
ENST00000324041	NM_004917.3
ENST00000518868	NM_001286470.1
ENST00000391828	NM_001079821.2
ENST00000319165	NM_145024.2
ENST00000341809	NM_175078.2
ENST00000315930	NM_004114.3
ENST00000336119	NM_001127462.2
ENST00000336119	NM_004895.4
ENST00000336119	NM_001243133.1
ENST00000394723	NM_024668.3
ENST00000394723	NM_001197030.1
ENST00000260116	NM_000370.3
ENST00000290567	NM_001143685.1
ENST00000305414	NM_033642.2
ENST00000523816	NM_001102366.1
ENST00000348069	NM_183395.2
ENST00000436198	NM_001139500.1
ENST00000428926	NM_024952.6
ENST00000409757	NM_020773.2
ENST00000434693	NM_001003793.2
ENST00000394722	NM_017978.2
ENST00000522322	NM_001102367.1
ENST00000523771	NM_001286471.1
ENST00000303204	NM_013237.3
ENST00000303204	NM_001271828.1
ENST00000541469	NM_001139498.1
ENST00000441825	NM_001139502.1
ENST00000441825	NM_001139501.1
ENST00000451522	NM_001113363.1
ENST00000451522	NM_001286805.1
ENST00000366497	NM_001127461.2
ENST00000448507	NM_001113361.1
ENST00000318749	NM_001004492.1
ENST00000273139	NM_014483.3
ENST00000445922	NM_004873.3
ENST00000383766	NM_001003792.2
ENST00000337322	NM_001015049.2
ENST00000456853	NM_001177712.1
ENST00000454319	NM_001145343.1
ENST00000454319	NM_001145345.1
ENST00000454319	NM_001145344.1
ENST00000434377	NM_032838.4
ENST00000299204	NM_001015048.2
ENST00000282561	NM_000165.3
ENST00000297183	NM_020690.5
ENST00000264037	NM_005422.2
ENST00000281171	NM_030667.2
ENST00000396583	NM_001177711.1
ENST00000348962	NM_002848.3
ENST00000359332	NM_172193.2
ENST00000332411	NM_015848.4
ENST00000188376	NM_213611.2
ENST00000188376	NM_002635.3
ENST00000359003	NM_014071.3
ENST00000359003	NM_001242539.1
ENST00000442921	NM_030669.2
ENST00000542557	NM_030668.2
ENST00000239666	NM_016484.4
ENST00000445537	NM_030671.2
ENST00000544244	NM_030670.2
ENST00000524135	NM_001277816.1
ENST00000524135	NM_001277813.1
ENST00000524135	NM_001277814.1
ENST00000391809	NM_001077491.1
ENST00000336334	NM_012427.4
ENST00000356309	NM_017760.5
ENST00000452015	NM_001276318.1
ENST00000593428	NM_001077492.1
ENST00000373602	NM_024296.3
ENST00000375107	NM_006411.3
ENST00000409423	NM_001281932.1
ENST00000249330	NM_003378.3
ENST00000539294	NM_001277817.1
ENST00000539294	NM_152758.5
ENST00000539294	NM_001277818.1
ENST00000268624	NM_139174.3
ENST00000409339	NM_001281933.1
ENST00000542911	NM_001277815.1
ENST00000366491	NM_001281834.1
ENST00000393759	NM_172101.3
ENST00000366489	NM_001281838.1
ENST00000366489	NM_001281835.1
ENST00000315906	NM_001145400.1
ENST00000349455	NM_172102.3
ENST00000375754	NM_003177.5
ENST00000273963	NM_020803.3
ENST00000375751	NM_001135052.2
ENST00000331469	NM_172213.3
ENST00000336984	NM_032741.4
ENST00000375747	NM_001174168.1
ENST00000372588	NM_153448.3
ENST00000375746	NM_001174167.1
ENST00000390655	NM_004931.4
ENST00000300303	NM_198571.2
ENST00000393761	NM_001178100.1
ENST00000316856	NM_005053.3
ENST00000316856	NM_001270362.1
ENST00000368455	NM_004506.3
ENST00000362005	NM_001242805.1
ENST00000340553	NM_002158.3
ENST00000366488	NM_145278.3
